cell_id,QD_100,IR_cycle2,IR_cycle100,IR_diff,dVdQ_var_10,dVdQ_var_100,dVdQ_var_diff,Tavg_mean,Tmax_max,Tmin_min,Tavg_100,I_var_10,I_var_100,I_var_diff,chargetime_s_mean_2to6,fade_slope,fade_intercept
hust_1-1,1.1588485777777777,,,,0.18282769971402613,0.2074819415844043,0.02465424187037818,,,,,2.043448425818301,2.055635148562747,0.012186722744445877,561.0,-0.00012807639744382609,1.170966012319018
hust_1-2,1.1883092444444443,,,,86.03111797561475,125.0877508085843,39.056632832969555,,,,,2.0166070923506623,2.036773659757061,0.020166567406398883,561.0,-0.0001442318117226694,1.2015545339579008
hust_1-3,1.182811111111111,,,,0.28724074700727975,0.2800050254801776,-0.007235721527102168,,,,,2.322868501785944,2.309768975256111,-0.013099526529833039,561.0,9.346328262213949e-05,1.178652475392107
hust_1-4,1.1819802888888888,,,,0.31735115867932145,0.2982939680755476,-0.019057190603773866,,,,,2.72209284531686,2.698860890946109,-0.023231954370750874,561.0,9.391025245653829e-05,1.1781944186510915
hust_1-5,1.1754158888888888,,,,0.2999927030968969,0.29984155523713124,-0.0001511478597656657,,,,,3.196070228509097,3.1681564188276945,-0.027913809681402668,561.0,9.338644925444922e-05,1.1717515155549143
hust_1-6,1.172507111111111,,,,0.02598402586554753,0.029915769871119345,0.003931744005571815,,,,,2.0295824112309626,2.0666045914618683,0.037022180230905644,561.0,-0.00025416359266130665,1.1965059052908222
hust_1-7,1.1699844000000001,,,,101.05145470479465,113.44327619041407,12.391821485619417,,,,,1.6077292001993466,1.6236699535398778,0.015940753340531133,561.0,-0.00013078194434137287,1.1821982890379532
hust_1-8,1.176328888888889,,,,152.9046451579405,246.7462590247716,93.8416138668311,,,,,1.6341105837682677,1.6436745922759692,0.00956400850770156,561.0,-0.00011767728633271473,1.187074612534506
hust_10-1,1.1605730888888888,,,,251.63803024955308,283.1864175315465,31.548387281993428,,,,,0.9481418280164777,0.9491059274247822,0.0009640994083044419,561.0,-0.00012099453418539092,1.1717919174275178
hust_10-2,1.1910953555555555,,,,38.112725070940535,75.82372000445382,37.710994933513284,,,,,1.1932019886308607,1.1939696754963467,0.0007676868654860058,561.0,-5.82074376417233e-05,1.1994872147854967
hust_10-3,1.1665861333333334,,,,278.2198883963874,206.77973745805542,-71.44015093833195,,,,,1.6135862280067603,1.6171651451463465,0.0035789171395861352,561.0,-0.00012856869209097822,1.1788645283246983
hust_10-4,1.1919649555555556,,,,0.17760209822614295,0.20401396214862877,0.026411863922485818,,,,,0.791683196213134,0.7899408319086413,-0.001742364304492705,561.0,2.9696945509517514e-05,1.1932931763177352
hust_10-5,1.1943139333333332,,,,22.593434247252322,37.128125345267975,14.534691098015653,,,,,0.8486280368578054,0.8462033978282708,-0.002424639029534603,561.0,3.99614930254931e-05,1.194680895393298
hust_10-6,1.2155815777777776,,,,17.405496058392647,18.025265517910782,0.6197694595181353,,,,,0.24258612111069128,0.24418270116736132,0.0015965800566700439,561.0,-0.00014064359898302722,1.2285062787669896
hust_10-7,1.1928049111111112,,,,11.617646602629291,11.190173916860081,-0.42747268576921016,,,,,0.4568977936764785,0.4568493856317587,-4.8408044719783216e-05,561.0,2.3685277537277585e-05,1.194828737265352
hust_10-8,1.1694775333333332,,,,0.01512129194376118,0.015949728360498915,0.0008284364167377347,,,,,1.1744955185764105,1.1855661809704363,0.011070662394025765,561.0,-0.00014448253116196042,1.1828818075179919
hust_2-2,1.2015045333333332,,,,153.2902265599584,142.03143093628807,-11.258795623670323,,,,,2.3249950926572143,2.3462953716373325,0.021300278980118215,561.0,-0.00016726575441489773,1.217360786471793
hust_2-3,1.184571977777778,,,,0.06375234856304791,0.07595145423704364,0.012199105673995722,,,,,2.3230356918661585,2.303265442513426,-0.019770249352732527,561.0,8.921480189651645e-05,1.1805714832626495
hust_2-4,1.1672882444444446,,,,119.20744201606686,130.80111754664372,11.59367553057686,,,,,1.646004716394566,1.653006543509513,0.007001827114947012,561.0,-0.00014149299773242652,1.1806816176318287
hust_2-5,1.1737769333333332,,,,30.288197263047834,46.7125882849768,16.42439102192897,,,,,1.5264360250732598,1.5234353777200058,-0.0030006473532540046,561.0,5.2233427609427636e-05,1.1735426509719415
hust_2-6,1.1898830666666667,,,,30.769047108189252,50.50433358674671,19.73528647855746,,,,,1.7424601357959975,1.740418850737524,-0.002041285058473452,561.0,5.5413120593692096e-05,1.1889284931392838
hust_2-7,1.1944844666666665,,,,31.872563982406803,51.14862147281884,19.276057490412036,,,,,2.1552706648103657,2.152593970611745,-0.0026766941986204884,561.0,2.950769765684007e-05,1.1956953621894226
hust_2-8,1.1632860222222223,,,,0.1856987174322266,0.21552316318568468,0.02982444575345808,,,,,2.721724635405164,2.743880050067011,0.022155414661846784,561.0,-0.00013064359156187715,1.175398855717355
hust_3-1,1.1940708,,,,22.578563643857052,38.737607533583514,16.159043889726462,,,,,1.9214489459525126,1.9167038762794537,-0.004745069673058877,561.0,2.5486823885109356e-05,1.19532176255425
hust_3-2,1.194298288888889,,,,34.05104851158283,58.3691938361211,24.31814532453827,,,,,1.740168406045989,1.7393978614744083,-0.0007705445715806558,561.0,1.7176417233565474e-06,1.1978185403394488
hust_3-3,1.1835836888888889,,,,35.512982992864416,61.38876914424268,25.875786151378264,,,,,1.9200523083132661,1.9189542594372115,-0.0010980488760545803,561.0,8.341851164708511e-06,1.1866503566119242
hust_3-4,1.1565370888888888,,,,238.97857043679926,225.54400406309438,-13.434566373704882,,,,,2.313885774995404,2.306401321519084,-0.0074844534763198745,561.0,-0.00014488971785886064,1.1702208656220252
hust_3-5,1.210358888888889,,,,0.38119293876057797,0.446071181370303,0.06487824260972502,,,,,3.0284743814171002,3.069141479656886,0.04066709823978565,561.0,-0.00016001528839414513,1.225182372300694
hust_3-6,1.1906575777777777,,,,22.95436587523893,36.05440498635066,13.10003911111173,,,,,2.3669317324690957,2.361014215713245,-0.005917516755850727,561.0,2.8479039923039775e-05,1.1917903691883918
hust_3-7,1.1578659555555555,,,,187.8956733923191,264.9164201070379,77.02074671471877,,,,,2.1605238172432744,2.1609844284795727,0.0004606112362983694,561.0,-0.00011053588895760353,1.1682801783727523
hust_3-8,1.2066593777777777,,,,33.16256366353937,61.88635908451004,28.723795420970667,,,,,2.3231894502331305,2.3224885826330355,-0.0007008676000950231,561.0,-9.58734089191239e-06,1.2107817332856001
hust_4-1,1.1664406222222221,,,,4.402654760967244,4.299322549512065,-0.10333221145517868,,,,,2.7148023040540243,2.707101262173106,-0.007701041880918247,561.0,-0.00013374586738129597,1.1790858286865022
hust_4-2,1.1909534000000002,,,,0.09108079377787204,0.10260977483335314,0.0115289810554811,,,,,1.339886428231665,1.339492461386533,-0.00039396684513182123,561.0,1.910763856249607e-05,1.1926747753042442
hust_4-3,1.1591494444444446,,,,123.09131204205842,159.83381841522166,36.74250637316324,,,,,1.311107427008781,1.324242380055177,0.013134953046396003,561.0,-0.00014227257362743126,1.1723957580451225
