cell_id,QD_100,IR_cycle2,IR_cycle100,IR_diff,dVdQ_var_10,dVdQ_var_100,dVdQ_var_diff,I_var_10,I_var_100,I_var_diff,chargetime_s_mean_2to6,fade_slope,fade_intercept
hust_1-1,1.1588485777777777,0.03455125766397848,0.033734217591286815,-0.0008170400726916632,0.18282769971402613,0.2074819415844043,0.02465424187037818,2.043448425818301,2.055635148562747,0.012186722744445877,561.0,-0.00012807639744382609,1.170966012319018
hust_1-2,1.1883092444444443,0.043942135411292035,0.0403128551354489,-0.0036292802758431386,86.03111797561475,125.0877508085843,39.056632832969555,2.0166070923506623,2.036773659757061,0.020166567406398883,561.0,-0.0001442318117226694,1.2015545339579008
hust_1-3,1.182811111111111,0.05046662271167264,0.04967425463861935,-0.0007923680730532873,0.28724074700727975,0.2800050254801776,-0.007235721527102168,2.322868501785944,2.309768975256111,-0.013099526529833039,561.0,9.346328262213949e-05,1.178652475392107
hust_1-4,1.1819802888888888,0.04927760684751691,0.04816492534706656,-0.001112681500450352,0.31735115867932145,0.2982939680755476,-0.019057190603773866,2.72209284531686,2.698860890946109,-0.023231954370750874,561.0,9.391025245653829e-05,1.1781944186510915
hust_1-5,1.1754158888888888,0.05225556030133199,0.05103121223078069,-0.001224348070551294,0.2999927030968969,0.29984155523713124,-0.0001511478597656657,3.196070228509097,3.1681564188276945,-0.027913809681402668,561.0,9.338644925444922e-05,1.1717515155549143
hust_1-6,1.172507111111111,0.03656458528180926,0.035000439305925425,-0.001564145975883835,0.02598402586554753,0.029915769871119345,0.003931744005571815,2.0295824112309626,2.0666045914618683,0.037022180230905644,561.0,-0.00025416359266130665,1.1965059052908222
hust_1-7,1.1699844000000001,0.035162294785339866,0.03394029137515083,-0.0012220034101890348,101.05145470479465,113.44327619041407,12.391821485619417,1.6077292001993466,1.6236699535398778,0.015940753340531133,561.0,-0.00013078194434137287,1.1821982890379532
hust_1-8,1.176328888888889,0.034609415994015943,0.033619970442517695,-0.0009894455514982484,152.9046451579405,246.7462590247716,93.8416138668311,1.6341105837682677,1.6436745922759692,0.00956400850770156,561.0,-0.00011767728633271473,1.187074612534506
hust_10-1,1.1605730888888888,0.03466664282030884,0.03437879046291205,-0.0002878523573967909,251.63803024955308,283.1864175315465,31.548387281993428,0.9481418280164777,0.9491059274247822,0.0009640994083044419,561.0,-0.00012099453418539092,1.1717919174275178
hust_10-2,1.1910953555555555,0.0521359337906431,0.05186660148565036,-0.00026933230499274347,38.112725070940535,75.82372000445382,37.710994933513284,1.1932019886308607,1.1939696754963467,0.0007676868654860058,561.0,-5.82074376417233e-05,1.1994872147854967
hust_10-3,1.1665861333333334,0.03411069337438552,0.03402055246872632,-9.014090565920285e-05,278.2198883963874,206.77973745805542,-71.44015093833195,1.6135862280067603,1.6171651451463465,0.0035789171395861352,561.0,-0.00012856869209097822,1.1788645283246983
hust_10-4,1.1919649555555556,0.055841861525489714,0.05512026461274591,-0.0007215969127438021,0.17760209822614295,0.20401396214862877,0.026411863922485818,0.791683196213134,0.7899408319086413,-0.001742364304492705,561.0,2.9696945509517514e-05,1.1932931763177352
hust_10-5,1.1943139333333332,0.05723075039274049,0.057236032078799376,5.281686058886126e-06,22.593434247252322,37.128125345267975,14.534691098015653,0.8486280368578054,0.8462033978282708,-0.002424639029534603,561.0,3.99614930254931e-05,1.194680895393298
hust_10-6,1.2155815777777776,0.04857200522537195,0.04525708018179142,-0.0033149250435805314,17.405496058392647,18.025265517910782,0.6197694595181353,0.24258612111069128,0.24418270116736132,0.0015965800566700439,561.0,-0.00014064359898302722,1.2285062787669896
hust_10-7,1.1928049111111112,0.05610094444720394,0.056676545888267246,0.0005756014410633059,11.617646602629291,11.190173916860081,-0.42747268576921016,0.4568977936764785,0.4568493856317587,-4.8408044719783216e-05,561.0,2.3685277537277585e-05,1.194828737265352
hust_10-8,1.1694775333333332,0.03617935382609983,0.035915590381361474,-0.00026376344473835744,0.01512129194376118,0.015949728360498915,0.0008284364167377347,1.1744955185764105,1.1855661809704363,0.011070662394025765,561.0,-0.00014448253116196042,1.1828818075179919
hust_2-2,1.2015045333333332,0.04326722073196685,0.04060673012414059,-0.002660490607826263,153.2902265599584,142.03143093628807,-11.258795623670323,2.3249950926572143,2.3462953716373325,0.021300278980118215,561.0,-0.00016726575441489773,1.217360786471793
hust_2-3,1.184571977777778,0.0496242082589015,0.04923070274397244,-0.00039350551492906005,0.06375234856304791,0.07595145423704364,0.012199105673995722,2.3230356918661585,2.303265442513426,-0.019770249352732527,561.0,8.921480189651645e-05,1.1805714832626495
hust_2-4,1.1672882444444446,0.034332220311676084,0.03376327639554425,-0.0005689439161318324,119.20744201606686,130.80111754664372,11.59367553057686,1.646004716394566,1.653006543509513,0.007001827114947012,561.0,-0.00014149299773242652,1.1806816176318287
hust_2-5,1.1737769333333332,0.051655367205181664,0.051877366229347646,0.00022199902416598222,30.288197263047834,46.7125882849768,16.42439102192897,1.5264360250732598,1.5234353777200058,-0.0030006473532540046,561.0,5.2233427609427636e-05,1.1735426509719415
hust_2-6,1.1898830666666667,0.04970659601126175,0.04970127892073107,-5.317090530677915e-06,30.769047108189252,50.50433358674671,19.73528647855746,1.7424601357959975,1.740418850737524,-0.002041285058473452,561.0,5.5413120593692096e-05,1.1889284931392838
hust_2-7,1.1944844666666665,0.05104390550357404,0.050763378167712266,-0.0002805273358617716,31.872563982406803,51.14862147281884,19.276057490412036,2.1552706648103657,2.152593970611745,-0.0026766941986204884,561.0,2.950769765684007e-05,1.1956953621894226
hust_2-8,1.1632860222222223,0.03367028829329087,0.03365907053421214,-1.1217759078731293e-05,0.1856987174322266,0.21552316318568468,0.02982444575345808,2.721724635405164,2.743880050067011,0.022155414661846784,561.0,-0.00013064359156187715,1.175398855717355
